DisNo.,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI
2009-0211-PNG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0218-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0219-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0222-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,625000,887672,70.40886175693409
2009-0223-CIV,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0224-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,66000,93738,70.40886175693409
2009-0227-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0228-AUT,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,200000,284055,70.40886175693409
2009-0228-CZE,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,150000,213041,70.40886175693409
2009-0228-DEU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,20000,28406,70.40886175693409
2009-0228-POL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,100000,142028,70.40886175693409
2009-0228-ROU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0230-AUS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,60000,85217,70.40886175693409
2009-0233-BWA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0234-GTM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0234-NIC,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0235-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,59000,83796,70.40886175693409
2009-0236-GHA,No,No,No,166,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0238-BRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0239-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,4281,6080,70.40886175693409
2009-0240-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0243-BEN,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0243-BFA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0243-LBR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0243-TGO,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0244-USA,No,No,No,Unknown,Unknown,Unknown,200000,284055,240000,340866,70.40886175693409
2009-0247-VNM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0249-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,315000,447387,70.40886175693409
2009-0251-MMR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0252-GMB,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0254-CAF,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0261-ZAF,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0262-TUR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0264-COD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0265-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0266-PAK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0267-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0268-BIH,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0269-MNG,No,No,No,98,Unknown,Unknown,Unknown,Unknown,94,134,70.40886175693409
2009-0271-ESP,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0271-FRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0271-GRC,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0271-ITA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,115000,163332,70.40886175693409
2009-0273-AUT,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,500000,710138,70.40886175693409
2009-0273-CHE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1000000,1420276,70.40886175693409
2009-0273-CZE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0273-DEU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,50000,71014,70.40886175693409
2009-0273-POL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0275-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0276-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0279-AUT,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0284-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,139000,197418,70.40886175693409
2009-0285-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0287-USA,No,No,No,Unknown,Unknown,Unknown,1350000,1917372,2500000,3550689,70.40886175693409
2009-0289-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,22960,32610,70.40886175693409
2009-0292-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1000000,1420276,70.40886175693409
2009-0294-BGD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0299-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0301-PER,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0303-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0304-BGD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0305-NPL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0308-GIN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0311-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0313-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0315-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0316-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0320-JPN,No,No,No,Unknown,Unknown,Unknown,250000,355069,400000,568110,70.40886175693409
2009-0321-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1415594,2010534,70.40886175693409
2009-0321-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,25000,35507,70.40886175693409
2009-0321-TWN,Yes,No,No,3711,Unknown,Unknown,Unknown,Unknown,250000,355069,70.40886175693409
2009-0322-NIC,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0332-SLE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0335-PAK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0336-LKA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0342-CAN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0342-USA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0344-SEN,Yes,Yes,No,1396,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0345-GRC,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0346-YEM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0349-USA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0350-MRT,Yes,No,No,135,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0352-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0354-IDN,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,160000,227244,70.40886175693409
2009-0355-TUR,No,No,No,Unknown,Unknown,Unknown,250000,355069,550000,781152,70.40886175693409
2009-0356-ARG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0356-BRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0356-PRY,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0360-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0366-ALB,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0367-MEX,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0373-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,6303,8952,70.40886175693409
2009-0374-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0375-NGA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0376-GHA,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0377-MEX,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0378-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0379-SDN,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0383-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0384-MEX,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,40000,56811,70.40886175693409
2009-0385-AFG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0386-NER,Yes,No,No,1114,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0388-GEO,No,No,No,14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0394-DZA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0399-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,295001,418983,70.40886175693409
2009-0399-HKG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0404-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,90,128,70.40886175693409
2009-0405-USA,No,No,Yes,Unknown,Unknown,Unknown,200000,284055,500000,710138,70.40886175693409
2009-0406-BTN,No,No,No,184,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0409-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,220000,312461,70.40886175693409
2009-0412-TUN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0414-KHM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0414-LAO,Yes,No,No,12769,Unknown,Unknown,Unknown,Unknown,100000,142028,70.40886175693409
2009-0414-PHL,Yes,No,No,105548,Unknown,Unknown,Unknown,Unknown,237489,337300,70.40886175693409
2009-0414-VNM,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,785000,1114916,70.40886175693409
2009-0418-HTI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0420-ASM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0420-TON,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,9500,13493,70.40886175693409
2009-0420-WSM,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,124040,176171,70.40886175693409
2009-0421-IDN,Yes,Yes,No,77768,Unknown,Unknown,100000,142028,2200000,3124607,70.40886175693409
2009-0422-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,35000,49710,70.40886175693409
2009-0422-PHL,No,No,No,646,Unknown,Unknown,Unknown,Unknown,585379,831400,70.40886175693409
2009-0422-VNM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,200,284,70.40886175693409
2009-0423-JPN,No,No,No,Unknown,Unknown,Unknown,625000,887672,1000000,1420276,70.40886175693409
2009-0425-AZE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0428-ITA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,20000,28406,70.40886175693409
2009-0429-IND,Yes,No,No,728,Unknown,Unknown,51000,72434,2150000,3053593,70.40886175693409
2009-0433-TCD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0434-NPL,No,No,No,Unknown,Unknown,Unknown,5000,7101,60000,85217,70.40886175693409
2009-0436-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0443-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0444-BFA,Yes,No,No,15101,Unknown,Unknown,Unknown,Unknown,150000,213041,70.40886175693409
2009-0445-GMB,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0450-PRY,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,820,1165,70.40886175693409
2009-0468-BEN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0469-HTI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0476-VNM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0477-MEX,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0477-NIC,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0477-SLV,Yes,Yes,Yes,16597,Unknown,Unknown,Unknown,Unknown,939000,1333639,70.40886175693409
2009-0477-USA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,600000,852165,70.40886175693409
2009-0478-KHM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0478-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,15194,21580,70.40886175693409
2009-0478-VNM,No,No,No,1760,Unknown,Unknown,Unknown,Unknown,280000,397677,70.40886175693409
2009-0479-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2430,3451,70.40886175693409
2009-0480-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0483-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,64000,90898,70.40886175693409
2009-0484-TZA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0487-CHN,No,No,No,Unknown,Unknown,Unknown,21000,29826,1030000,1462884,70.40886175693409
2009-0489-IRQ,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0493-IRN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0494-KEN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0497-GBR,No,No,No,Unknown,Unknown,Unknown,333000,472952,484000,687413,70.40886175693409
2009-0497-IRL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0498-TCD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0499-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,19857,28202,70.40886175693409
2009-0500-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0501-LKA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0506-GBR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0507-TUR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0509-ARG,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0511-MYS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0512-BRA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0513-THA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0515-MEX,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0521-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,12,17,70.40886175693409
2009-0522-SAU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,900000,1278248,70.40886175693409
2009-0523-MLI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0530-SRB,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0531-BRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,50000,71014,70.40886175693409
2009-0531-URY,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0532-SOM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0540-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0544-COD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0547-MWI,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0550-AGO,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0551-LKA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0553-VUT,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0554-FJI,No,No,No,121,Unknown,Unknown,Unknown,Unknown,13300,18890,70.40886175693409
2009-0555-PAN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0560-BRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0561-MEX,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0569-PER,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0571-AUT,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0571-DEU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0571-FRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0571-GBR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0571-ITA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0571-POL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0571-ROU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0571-UKR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0573-MWI,Yes,No,Yes,551,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0574-PHL,Yes,No,No,50,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0586-ARG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0589-AUS,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0590-MAR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0591-TZA,Yes,No,No,166,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0595-BGD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0595-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,71.56359557518887
2009-0595-NPL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0597-KEN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0599-USA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0600-BRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,145000,205940,70.40886175693409
2009-0601-USA,No,No,No,Unknown,Unknown,Unknown,1100000,1562303,2000000,2840552,70.40886175693409
2009-0603-USA,No,No,No,Unknown,Unknown,Unknown,800000,1136221,1000000,1420276,70.40886175693409
2009-0604-USA,No,No,No,Unknown,Unknown,Unknown,600000,852165,850000,1207234,70.40886175693409
2009-0605-ZAF,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,15000,21304,70.40886175693409
2009-0606-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2888,4102,70.40886175693409
2009-0607-MNE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0608-NPL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0609-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,300000,426083,70.40886175693409
2009-0610-MYS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0611-VNM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0612-LAO,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0613-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,33000,46869,70.40886175693409
2009-0614-MEX,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0615-AUS,No,No,No,Unknown,Unknown,Unknown,12000,17043,150000,213041,70.40886175693409
2009-0616-AUS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0619-CAN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,500000,710138,70.40886175693409
2009-0621-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,7000,9942,70.40886175693409
2009-0622-NGA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0628-CPV,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0631-ALB,Yes,No,Yes,326,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0632-MNG,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,62000,88057,70.40886175693409
2009-0633-BWA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0636-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,281000,399097,70.40886175693409
2009-0637-COL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0638-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0640-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0641-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0642-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,108000,153390,70.40886175693409
2009-0644-USA,No,No,No,Unknown,Unknown,Unknown,800000,1136221,1500000,2130414,70.40886175693409
2009-0658-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-0660-PER,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-9055-ARG,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-9210-PRY,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-9283-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-9323-BGD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-9323-IND,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.40886175693409
2009-9415-ECU,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,1700,2414,70.40886175693409
